PlotID,Replicate,Row,Column,GenotypeID,DaysToPollen,LeafAreaIndex,LeafLengthCM,LeafWidthCM,PlantHeightCM,ExtantLeafNumber1,NodesWithBraceRoots,ExtantLeafNumber2,year2020,year2021,year2022,year2020_1
1495,1,18,19,B97,73,3.16,73.25,9.75,185,13.5,2.33,14.67,1,0,0,1
1506,1,19,2,B97,73,3.23,64,10,175,12.5,2.33,15,1,0,0,1
1518,1,19,14,B97,72,3.4,74.5,10.65,184,12.5,3,14.33,1,0,0,1
1519,1,19,15,B97,72,3.24,64.25,9.8,185,12.5,1.67,14,1,0,0,1
1520,1,19,16,B97,72,3.52,66.5,9.65,190.5,13,2.33,15.33,1,0,0,1
1528,1,19,24,B97,77,4.36,71.25,10.55,180,12,2.33,14,1,0,0,1
1555,1,20,23,B97,72,3.56,72,10.2,182,13,3,15.33,1,0,0,1
1558,1,20,26,B97,73,3.98,68.5,10,198,14,2,15,1,0,0,1
1563,1,21,3,B97,73,3.38,73.5,10.35,172.5,12.5,3,14,1,0,0,1
1567,1,21,7,B97,73,3.52,73,10,187.5,13,2.33,14.67,1,0,0,1
1568,1,21,8,B97,73,,64.75,10.45,186.5,12.5,2.33,14.67,1,0,0,1
1575,1,21,15,B97,73,,67.75,9.25,179.5,12.5,3,15.33,1,0,0,1
1599,1,22,11,B97,72,3.73,66.5,10.5,187,12.5,3,14.67,1,0,0,1
1605,1,22,17,B97,72,3.5,72,10.95,186.5,13,2,15.33,1,0,0,1
1606,1,22,18,B97,73,3.84,64,10.65,171.5,13,2.33,14.67,1,0,0,1
1608,1,22,20,B97,76,3.44,68.25,9.5,173,12.5,3,13,1,0,0,1
1614,1,22,26,B97,72,2.93,68,10.5,186.5,13.5,2,14.33,1,0,0,1
1631,1,23,15,B97,76,,66.75,10.3,179.5,13,2.67,14.33,1,0,0,1
1636,1,23,20,B97,73,3.05,73.75,9.75,174.5,11.5,2.33,14,1,0,0,1
1670,1,24,26,B97,73,3.51,64,10.6,166,12.5,2,15,1,0,0,1
1682,1,25,10,B97,76,3.64,65.75,9.9,183,12.5,1.67,14.33,1,0,0,1
1683,1,25,11,B97,73,3.48,71.5,9.75,186.5,13,1.67,13.67,1,0,0,1
1696,1,25,24,B97,73,3.41,71,10.25,188,12.5,2.33,14,1,0,0,1
1719,1,26,19,B97,72,3.62,66.75,9.15,185,14,1,13.33,1,0,0,1
1742,1,27,14,B97,73,3.79,62.75,9.05,182.5,13,1.67,13,1,0,0,1
1752,1,27,24,B97,72,3.66,70.25,9,187.5,14,13,,1,0,0,1
1763,1,28,7,B97,72,3.55,63.25,9.6,172,12,2.67,14,1,0,0,1
1766,1,28,10,B97,77,3.55,67.75,9.75,170,13,2.33,13.67,1,0,0,1
1773,1,28,17,B97,73,3.47,73.25,10.25,178.5,12.5,2.67,14.33,1,0,0,1
1788,1,29,4,B97,73,3.64,67.5,10.25,169,13,2.33,13.67,1,0,0,1
1789,1,29,5,B97,73,3.39,66,10.1,186,13,2.33,15,1,0,0,1
1812,1,29,28,B97,,4.24,64,10.25,194,13,0.67,13,1,0,0,1
1814,1,30,2,B97,77,3.25,67.5,10.25,172.5,13,1.67,12,1,0,0,1
1818,1,30,6,B97,77,3.68,66.75,9.65,177,13,1,14.33,1,0,0,1
1821,1,30,9,B97,76,3.43,65.5,10.7,173.5,13,1.33,13.67,1,0,0,1
1822,1,30,10,B97,76,3.68,68,9.35,180.5,13,1.33,14.67,1,0,0,1
1832,1,30,20,B97,71,3.35,65,10,177.5,12,1,14,1,0,0,1
1840,1,30,28,B97,72,3.95,67,11,184,13,1.67,13.33,1,0,0,1
2004,2,31,4,B97,72,4.28,66.75,9.15,158,11,2,13.67,1,0,0,0
2018,2,31,18,B97,71,4.15,67.5,10,164,11,2.33,15.33,1,0,0,0
2026,2,31,26,B97,72,,67.25,9.85,170.5,11.5,2.33,15.33,1,0,0,0
2049,2,32,21,B97,72,2.48,65.5,10,166,11.5,1.67,13,1,0,0,0
2055,2,32,27,B97,71,4.09,70,10.25,161,12,2,13,1,0,0,0
2056,2,32,28,B97,73,5.28,67.25,9.5,179,12.5,2.33,14.67,1,0,0,0
2066,2,33,10,B97,76,2.74,69,9.45,156.5,,2,13,1,0,0,0
2073,2,33,17,B97,71,3.75,65.75,9.9,161.5,13.5,0.67,14.67,1,0,0,0
2077,2,33,21,B97,71,4.02,63.5,9.75,171.5,12,2,12,1,0,0,0
2079,2,33,23,B97,71,3.21,67.25,10.25,159,11,1.33,13,1,0,0,0
2092,2,34,8,B97,76,3.68,69,10.15,161.5,12,2,15,1,0,0,0
2093,2,34,9,B97,76,3.99,65.5,9.8,170.5,11.5,2.67,12.67,1,0,0,0
2124,2,35,12,B97,76,3.7,65.5,9.4,168.5,12.5,3,15.67,1,0,0,0
2137,2,35,25,B97,77,,66.75,9.7,175.5,12.5,2,14,1,0,0,0
2138,2,35,26,B97,73,3.93,64.25,10.25,174,12,2.67,15,1,0,0,0
2141,2,36,1,B97,72,4.2,68.75,10.35,175,13,2.33,14.33,1,0,0,0
2142,2,36,2,B97,76,4.26,75.5,9.8,161,11.5,1.67,14.33,1,0,0,0
2156,2,36,16,B97,73,3.59,69.25,10.3,171.5,12.5,1.33,14.33,1,0,0,0
2165,2,36,25,B97,72,4.08,67,9.8,154,11,2.33,14.67,1,0,0,0
2169,2,37,1,B97,73,4.66,67.25,9.1,173,12.5,1.67,13.33,1,0,0,0
2185,2,37,17,B97,72,5.03,66.5,9.3,170,11.5,2.33,14.33,1,0,0,0
2188,2,37,20,B97,77,4.99,68.25,9.55,190,13,2,14.33,1,0,0,0
2204,2,38,8,B97,76,4.07,65.25,9.7,165,11.5,2,13.33,1,0,0,0
2229,2,39,5,B97,77,3.32,69.25,10,178.5,12.5,2,14.33,1,0,0,0
2242,2,39,18,B97,77,3.47,68.75,9.3,177,13,2,14.67,1,0,0,0
2252,2,39,28,B97,78,4.31,65.25,11.2,181.5,13,1.33,13.67,1,0,0,0
2255,2,40,3,B97,72,3.42,71,9.6,165.5,12,2,12.5,1,0,0,0
2261,2,40,9,B97,75,3.48,74.5,9.35,165,12.5,1.33,12.83,1,0,0,0
2264,2,40,12,B97,73,3.96,62.75,9.25,166.5,12,2,12.67,1,0,0,0
2274,2,40,22,B97,75,3.83,66.75,9.6,168,12,2.67,13.67,1,0,0,0
2288,2,41,8,B97,75,3.98,65,10.4,168,12.5,2,15,1,0,0,0
2295,2,41,15,B97,72,3.65,66.75,10.35,165,12.5,1.33,14.67,1,0,0,0
2302,2,41,22,B97,75,4.49,67.5,8.5,155.5,10,3,14,1,0,0,0
2305,2,41,25,B97,71,4.51,63,8.4,175.5,11.5,2.33,14.33,1,0,0,0
2323,2,42,15,B97,72,4.02,67.75,9.3,167,11.5,2.33,16,1,0,0,0
2330,2,42,22,B97,75,4.18,69,10.15,168.5,11.5,2,15,1,0,0,0
2333,2,42,25,B97,71,3.22,71,10.2,173.5,12.5,2,15,1,0,0,0
2336,2,42,28,B97,72,4.22,73,9.95,188.5,11.5,1.33,13.33,1,0,0,0
2340,2,43,4,B97,75,3.62,69.25,9.05,165.5,12,2,14,1,0,0,0
2372,2,44,8,B97,70,3.7,66.25,9.55,174,12.5,3,14,1,0,0,0
2375,2,44,11,B97,73,4.7,68.75,10.05,167,12,2.33,14.33,1,0,0,0
2379,2,44,15,B97,73,3.86,65,8.95,168,12.5,2.33,14,1,0,0,0
2403,2,45,11,B97,74,3.42,60.75,10.35,170,12,1.67,14.33,1,0,0,0
2413,2,45,21,B97,78,4.34,70.5,10.05,175,12,2.67,15,1,0,0,0
2414,2,45,22,B97,75,3.16,76.5,9.75,176.5,12,2,13.33,1,0,0,0
2424,2,46,4,B97,75,3.61,76,10.3,176.5,12.5,2,14.33,1,0,0,0
2445,2,46,25,B97,75,,61.5,10.05,166,12,1.33,14.67,1,0,0,0
2449,2,46,1,B97,75,3.24,66.5,9.2,162,11.5,2,14.33,1,0,0,0
2452,2,47,4,B97,75,3.71,66.75,9.1,171,12.5,2.33,16,1,0,0,0
2460,2,47,12,B97,75,3.4,62.75,9.85,177.5,12,1.33,15,1,0,0,0
2461,2,47,13,B97,73,3.21,71,9.7,169,12.5,2.33,13.67,1,0,0,0
2483,2,48,7,B97,75,2.81,65.25,10.35,175,13.5,1.67,15,1,0,0,0
2493,2,48,17,B97,75,3.16,69,10.05,178,11.5,1.67,14.33,1,0,0,0
2496,2,48,20,B97,74,2.5,71.75,10.15,171.5,13,2.33,14.33,1,0,0,0
2501,2,48,25,B97,75,3.07,66.25,9.5,175.5,13,2.33,14.67,1,0,0,0
2510,2,49,6,B97,75,3.08,70.5,10,175,12.5,2,14.67,1,0,0,0
2512,2,49,8,B97,75,2.68,69.75,10,178.5,12,2.67,14,1,0,0,0
2528,2,49,24,B97,72,2.92,67.5,10.45,177.5,12.5,2.33,16,1,0,0,0
2529,2,49,25,B97,75,3.28,65.25,7.35,192,13,3,13.33,1,0,0,0
2563,2,51,3,B97,74,3.87,64.5,9.4,167.5,13,1.67,13.33,1,0,0,0
2569,2,51,9,B97,76,,72.75,10.2,169.5,13,2.33,13.67,1,0,0,0
2591,2,52,3,B97,73,,66.25,9.75,177.5,12,2,14,1,0,0,0
2597,2,52,9,B97,81,,66.75,9.7,170,12,3,15,1,0,0,0
2601,2,52,13,B97,76,3.6,69,9.35,175,13,3,14.67,1,0,0,0
2621,2,53,5,B97,75,3.45,68.75,9.7,181,13,1.67,16.33,1,0,0,0
2645,2,54,1,B97,75,3.09,70.75,9.65,165,12.5,2.33,14.67,1,0,0,0
2663,2,54,19,B97,73,3.42,65.5,10.5,180,12,1.67,14.33,1,0,0,0
2670,2,54,26,B97,75,,66.5,10,165,12.5,3.33,15.33,1,0,0,0
2673,2,55,1,B97,72,2.97,70.25,9.5,171,12,1.67,14.67,1,0,0,0
2676,2,55,4,B97,73,2.96,69.75,10.4,174.5,12.5,2.33,13.67,1,0,0,0
2678,2,55,6,B97,76,3.06,74.5,10.4,161,12,4,14.67,1,0,0,0
2680,2,55,8,B97,75,2.48,62,10.3,180,12.5,2,14,1,0,0,0
2683,2,55,11,B97,72,3.85,68.25,10,166.5,12,2.33,14.33,1,0,0,0
2686,2,55,14,B97,75,3.18,67.5,9.85,174,13,2,14.67,1,0,0,0
2710,2,56,10,B97,73,3.48,70.75,9.55,196,13.5,3,16.67,1,0,0,0
2741,2,57,13,B97,75,2.6,66.5,10,185,13,1.67,16,1,0,0,0
2754,2,57,26,B97,75,2.87,71,10,175,13,2.67,14,1,0,0,0
2762,2,58,6,B97,72,3.67,69.75,9.65,167,12,3.33,16,1,0,0,0
2773,2,58,17,B97,75,2.86,71.75,10.15,186.5,14,1.33,15,1,0,0,0
2774,2,58,18,B97,73,2.29,65.5,9.8,172.5,13,2,14.67,1,0,0,0
2786,2,59,2,B97,73,2.73,76.5,8.85,187,14,1.67,15.67,1,0,0,0
2793,2,59,9,B97,75,3.22,69,9.85,185.5,13,3,14.33,1,0,0,0
2796,2,59,12,B97,75,3.03,67.5,9.65,172.5,13,1.67,15,1,0,0,0
2797,2,59,13,B97,75,3.1,69.5,7.9,129.5,13,1,14,1,0,0,0
2806,2,59,22,B97,73,2.66,65,9.55,178,13,2,16,1,0,0,0
2807,2,59,23,B97,73,2.75,75,9.5,175,13,2.67,14,1,0,0,0
2815,2,60,3,B97,71,2.82,70.5,10.35,191,13,2,14.67,1,0,0,0
2826,2,60,14,B97,75,3.56,67.25,9.35,182.5,13,2.33,14.33,1,0,0,0
2834,2,60,22,B97,72,2.74,68.75,9.15,183.5,13.5,2.67,13.5,1,0,0,0
1604,1,22,16,B99,72,4.27,71,9.15,219.5,14.5,2,13.67,1,0,0,1
2809,2,59,25,B99,73,3.02,85.5,9.65,205.5,13.5,1.33,13.33,1,0,0,0
1281,1,11,1,Bei_10_=_North_10,71,4.41,80.25,8,157,12,1.33,14.67,1,0,0,1
2214,2,38,18,Bei_10_=_North_10,73,3.94,81.75,8.75,165,13,3,14,1,0,0,0
1738,1,27,10,C102,77,3.84,82,8.25,229,15.5,0.33,13.67,1,0,0,1
2485,2,48,9,C102,77,2.51,83.25,8.25,224,15.5,0,16,1,0,0,0
1641,1,23,25,C103,71,3.51,84,9.6,175.5,11.5,0.67,15.33,1,0,0,1
2102,2,34,18,C103,73,3.71,89.5,6.85,165.5,11,1,14,1,0,0,0
1209,1,8,13,C123,68,3.44,71,9.25,150.5,11.5,0.67,13.33,1,0,0,1
2442,2,46,22,C123,71,3.95,69.25,8.2,135,14,1,13.67,1,0,0,0
1790,1,29,6,C15,64,,72,7.25,,9,1,10,1,0,0,1
2284,2,41,4,C15,65,2.84,70.5,6.65,123,9.5,0.67,13,1,0,0,0
1199,1,8,3,C42,56,,68,6.55,133.5,8,1,8.33,1,0,0,1
2117,2,35,5,C42,59,2.14,66,5.6,120.5,7.5,1,14,1,0,0,0
1197,1,8,1,C49A,61,2.61,59,8.7,150,10.5,1,11.67,1,0,0,1
2419,2,45,27,C49A,61,2.84,59.5,7.3,143.5,9.5,1,12.33,1,0,0,0
1674,1,25,2,C68,68,,87,7.85,164.5,11,2,13.33,1,0,0,1
2594,2,52,6,C68,67,,87,8.05,161,11.5,1.67,12.67,1,0,0,0
1127,1,5,15,CA-4,77,3.09,61,5.85,109.5,8,0,10.67,1,0,0,1
2342,2,43,6,CA-4,76,3.1,52.75,5.4,97,8,0,10,1,0,0,0
1510,1,19,6,CG10,66,3.17,63.25,8.6,118,10.5,2,11.33,1,0,0,1
2086,2,34,2,CG10,65,3.13,66.25,9.4,130,10.5,1,13.33,1,0,0,0
1095,1,4,11,CH157,65,,82.35,8.5,181,12,1,14.33,1,0,0,1
2435,2,46,15,CH157,68,2.81,83.5,7.65,164,11,0.67,15,1,0,0,0
1726,1,26,26,CH701-30,71,3.71,59.5,8.05,180,12.5,1,13.33,1,0,0,1
2008,2,31,8,CH701-30,73,4.64,72,9.6,188.5,12,1.67,13,1,0,0,0
1552,1,20,20,CH711-10,68,2.78,67.5,9.95,173,12,1,13.67,1,0,0,1
2810,2,59,26,CH711-10,72,2.54,70.5,10.7,187.5,13,0.67,15.33,1,0,0,0
1234,1,9,10,CH753-4,67,3.43,74,7.3,148,12,1,14.33,1,0,0,1
2787,2,59,3,CH753-4,67,3.02,74.5,7,155,13,1,15,1,0,0,0
1536,1,20,4,Chi-tan_120,69,4.21,71.25,9.75,172.5,13.5,2.33,15,1,0,0,1
2123,2,35,11,Chi-tan_120,71,4.53,77.5,9.55,155,12.5,1.33,13.33,1,0,0,0
1708,1,26,8,CI_187-2,76,3.56,72.75,8.65,143.5,12.5,1.33,13.33,1,0,0,1
2350,2,43,14,CI_187-2,73,4.31,71.75,8.6,141,12.5,1,14.33,1,0,0,0
1800,1,29,16,CI_21E,79,5.47,88.75,8.55,217.5,16,1.33,15,1,0,0,1
2053,2,32,25,CI_21E,80,5.2,92.5,8.85,217,16.5,1,16,1,0,0,0
1687,1,25,15,CI_28A,77,5.33,77.75,8.6,202.5,15,1,14,1,0,0,1
2100,2,34,16,CI_28A,76,5.16,75,9.75,186,14,1.67,15,1,0,0,0
1336,1,12,28,CI_3A,81,,79.25,9.25,205,14.5,1.67,17,1,0,0,1
2730,2,57,2,CI_3A,77,2.16,74.75,9,210.5,17,1.33,16,1,0,0,0
1139,1,5,27,CI_40H,69,4.61,97.5,9.75,198,11.5,1.33,14.33,1,0,0,1
2821,2,60,9,CI_40H,69,,95,8.55,187.5,12,1.67,14.67,1,0,0,0
1543,1,20,11,CI_540,77,2.88,85.25,7.65,223.5,13.5,1.33,15,1,0,0,1
2748,2,57,20,CI_540,79,2.02,83.5,7.6,231.5,14.5,2,14.33,1,0,0,0
1071,1,3,15,CI_64,81,4.59,81.5,8.7,185.5,12.5,0.67,18.33,1,0,0,1
2205,2,38,9,CI_64,89,5.06,77.5,8.9,,,1,15,1,0,0,0
1069,1,3,13,CI_91B,75,3.03,70.5,8.95,165.5,12.5,1.67,15.33,1,0,0,1
2617,2,53,1,CI_91B,76,2.53,69.25,9.5,145,13.5,0.67,14.33,1,0,0,0
1185,1,7,17,CL17,58,2.62,72,5.5,97.5,10,0.33,10,1,0,0,1
2791,2,59,7,CL17,58,2.01,70.5,6.2,106.5,9,1,10.33,1,0,0,0
1035,1,2,7,CL27,57,3.21,61.75,8.2,144.5,9,0.33,11,1,0,0,1
2427,2,46,7,CL27,60,2.35,61.75,8.45,133,9,1,11,1,0,0,0
1642,1,23,26,CM105,63,3.06,75.5,6.6,137,11,1,13.67,1,0,0,1
2158,2,36,18,CM105,64,2.57,74,6.55,137.5,11,2,10.67,1,0,0,0
1425,1,16,5,CM37,60,3.43,69.5,7.5,106.5,7.5,1,7.67,1,0,0,1
2715,2,56,15,CM37,63,2.37,66.75,8.25,132.5,9.5,1,11.67,1,0,0,0
1284,1,11,4,CM48,59,3.53,70.75,6.2,168.5,10,0.67,12,1,0,0,1
2571,2,51,11,CM48,60,2.31,66.5,6.6,152.5,9.5,0.67,10.33,1,0,0,0
1338,1,13,2,CM7,60,1.59,64,7.95,116,7.5,1,8.33,1,0,0,1
2042,2,32,14,CM7,62,3.27,65,7.05,107.5,8,0.67,12,1,0,0,0
1715,1,26,15,CM99,63,2.86,69.75,6.85,155,11,1,12,1,0,0,1
2395,2,45,3,CM99,63,2.97,70.75,6.4,134,11.5,1,13,1,0,0,0
1616,1,22,28,CML_108,84,3.96,75.75,8.6,179.5,15.5,0,17,1,0,0,1
2685,2,55,13,CML_108,77,3.73,91,7.9,175,12,2,13.33,1,0,0,0
1078,1,3,22,CML_154Q,82,4.36,94.75,7.95,202.5,15,1,15.33,1,0,0,1
2062,2,33,6,CML_154Q,86,3.9,89.75,8.05,169,15.5,0.33,16,1,0,0,0
1498,1,18,22,CML_218,91,3.29,113,10.6,238,17.5,1.33,17.67,1,0,0,1
2565,2,51,5,CML_218,,4.07,102.5,10.25,226.5,15.5,1.33,15,1,0,0,0
1673,1,25,1,CML_220,81,3.13,83.75,7.05,152.5,13.5,2,16,1,0,0,1
2695,2,55,23,CML_220,81,2.46,84.25,7.15,160,16,3.33,17,1,0,0,0
1191,1,7,23,CML_228,77,2.77,75,8.05,217,13.5,2.67,16,1,0,0,1
2334,2,42,26,CML_228,75,3.97,77.75,8.75,210.5,15,2.67,17.33,1,0,0,0
1090,1,4,6,CML_322,85,4.23,86,9.7,200.5,16,3,15.67,1,0,0,1
2798,2,59,14,CML_322,87,4.57,88.5,10.3,187,17,2,17.33,1,0,0,0
1026,1,1,26,CML_323,81,4.28,,,165,14.5,2.67,15.33,1,0,0,1
2476,2,47,28,CML_323,83,4.5,108.25,8.3,174.5,14.5,1.33,14.33,1,0,0,0
1729,1,27,1,CML_395,91,,82.5,8.4,200,16.5,9,,1,0,0,1
2542,2,50,10,CML_395,93,3,86.5,8.8,232.5,17,2.33,15.67,1,0,0,0
1627,1,23,11,CML_91,86,3.74,83.5,8.5,211.5,16,1.67,16.67,1,0,0,1
2644,2,53,28,CML_91,90,3.52,86,8.15,215,17,3.67,18,1,0,0,0
1023,1,1,23,CO106,63,,63,8.25,151.5,11.5,0.67,13,1,0,0,1
2400,2,45,8,CO106,63,,63.25,7.55,147.5,11,0,12.67,1,0,0,0
1483,1,18,7,CO117,61,3.2,55.25,5.5,132.5,8,0,10.67,1,0,0,1
2532,2,49,28,CO117,60,2.78,52.5,6.2,148.5,9,0.33,11.67,1,0,0,0
1146,1,6,6,CO125,64,,61.25,7.2,152,10,0.67,11.67,1,0,0,1
2702,2,56,2,CO125,63,1.44,63.5,7.35,149,10,0.67,12.33,1,0,0,0
1834,1,30,22,CO158,65,2.75,55.25,8.55,143,10.5,1,9,1,0,0,1
2497,2,48,21,CO158,66,2.37,54.75,7.4,152.5,9.5,1,12.33,1,0,0,0
1263,1,10,11,CO192,63,2.27,63.25,7.5,167,10.5,1.67,12.33,1,0,0,1
2040,2,32,12,CO192,67,2.15,60.25,9.35,156,11,2,13.33,1,0,0,0
1019,1,1,19,CO245,60,2.34,63.5,7.45,151,8,0.33,10,1,0,0,1
2782,2,58,26,CO245,62,2.04,66.5,6.75,174.5,8.5,0.33,12.33,1,0,0,0
1230,1,9,6,CO255,61,2.73,69,8.5,180,10,0,11,1,0,0,1
2050,2,32,22,CO255,62,3.15,62.5,7.25,154,11,0,12.67,1,0,0,0
1385,1,14,21,CO256,73,4.55,79.5,9.45,135,12,1.67,14,1,0,0,1
2311,2,42,3,CO256,72,4.35,75.25,9.2,127.5,12,1.67,16,1,0,0,0
1831,1,30,19,CO257,73,4.06,69.5,7.2,123,12,0,15,1,0,0,1
2127,2,35,15,CO257,76,3.62,67.25,7.3,124,10.5,0.33,12,1,0,0,0
1629,1,23,13,CO258,76,3.98,91.25,8.6,164,13.5,0.67,15,1,0,0,1
2566,2,51,6,CO258,75,3.8,89,8.05,155,13,0,14.67,1,0,0,0
1254,1,10,2,CQ702RC,72,2.87,87.5,8.15,193.5,11.5,1.33,13.33,1,0,0,1
2052,2,32,24,CQ702RC,71,4.21,92.75,8.05,204,12.5,1.67,15,1,0,0,0
1399,1,15,7,CQ806,77,3.51,78.25,9.8,170.5,12.5,0.33,14.33,1,0,0,1
2377,2,44,13,CQ806,75,4.06,78,9.1,159,11.5,1,14,1,0,0,0
1540,1,20,8,CR14,67,3.18,72.75,6.7,169,12.5,1,14,1,0,0,1
2832,2,60,20,CR14,68,2.21,76,6.6,159.5,13,1,12.5,1,0,0,0
1783,1,28,27,CR1HT,67,3.3,69,7.8,159,10,0.67,12,1,0,0,1
2660,2,54,16,CR1HT,67,2.23,73,7.85,156.5,11,1,13,1,0,0,0
1686,1,25,14,CS405,71,4.08,68.75,8.5,195.5,15,1.33,14.67,1,0,0,1
2283,2,41,3,CS405,69,3.19,70.25,7.9,181,13.5,1,15.33,1,0,0,0
1680,1,25,8,CS608,71,2.82,81,8.3,177.5,10.5,0.33,13.33,1,0,0,1
2061,2,33,5,CS608,71,3.5,78,8.55,156.5,10,1,12.67,1,0,0,0
1042,1,2,14,CSJ3,56,2.98,70.25,6.05,104.5,9.5,0.33,11,1,0,0,1
2701,2,56,1,CSJ3,54,1.63,62.5,6.05,95.5,9.5,0,13,1,0,0,0
1748,1,27,20,DE1,76,3.44,80.5,9.1,171.5,13,2.33,13,1,0,0,1
2075,2,33,19,DE1,77,4.42,77,9.4,171.5,12,1.33,12.67,1,0,0,0
1066,1,3,10,DE2,73,4.03,73.25,10.15,178,11.5,1,13,1,0,0,1
2328,2,42,20,DE2,76,4.11,69.75,10.05,170.5,13,1.33,14.67,1,0,0,0
1029,1,2,1,DE3,71,3.36,60.5,8.5,180,14,1,15.33,1,0,0,1
2059,2,33,3,DE3,76,3.64,60,8.5,153.5,14.5,1,15,1,0,0,0
1359,1,13,23,DE4,73,3.92,74.5,7.75,187.5,12.5,1.33,13,1,0,0,1
2027,2,31,27,DE4,72,3.42,70,7.55,184.5,12.5,1.33,12.67,1,0,0,0
1549,1,20,17,DE811,78,2.51,83.5,6.8,195.5,12.5,2,15,1,0,0,1
2133,2,35,21,DE811,77,2.81,82,6.25,191.5,13,1,13.67,1,0,0,0
1584,1,21,24,DJ7,76,4.08,83,7.8,206.5,14.5,2.33,14.67,1,0,0,1
2706,2,56,6,DJ7,75,2.76,84.75,8.8,190.5,14,2.67,15.33,1,0,0,0
1178,1,7,10,DK3IBZ2,63,2.76,70.5,7.4,160.5,11,1,12.33,1,0,0,1
2568,2,51,8,DK3IBZ2,63,2.39,68.75,6.95,144.5,10.5,1,13.33,1,0,0,0
1134,1,5,22,DK3IIH6,67,4.71,76.25,7.6,175.5,12,2,15.67,1,0,0,1
2076,2,33,20,DK3IIH6,68,4.4,74,7.1,155.5,12,1,13.33,1,0,0,0
1785,1,29,1,DK4676A,64,3.95,80,7,182,12.5,1,14,1,0,0,1
2816,2,60,4,DK4676A,69,3.41,82.25,7,179.5,13,1,13.5,1,0,0,0
1225,1,9,1,DK6F545,75,4.99,71,9.05,161.5,12.5,1.33,14.33,1,0,0,1
2719,2,56,19,DK6F545,75,3.99,74.25,10.05,181.5,13,2.33,14,1,0,0,0
1622,1,23,6,DK78002A,71,3.55,91.5,6.9,190.5,13.5,1,14.33,1,0,0,1
2103,2,34,19,DK78002A,73,4.45,92.5,6.85,178,13.5,1,15.33,1,0,0,0
1031,1,2,3,DK78010,69,3.44,80,7.5,164.5,13,1,15.33,1,0,0,1
2104,2,34,20,DK78010,72,4.12,75.5,7.8,153.5,13,0.67,15,1,0,0,0
1269,1,10,17,DK78371A,75,3.23,75.25,9.35,185,12.5,0.67,15,1,0,0,1
2491,2,48,15,DK78371A,74,4.25,78.5,9.4,186,13,1,14,1,0,0,0
1462,1,17,14,DK83IBI3,66,3.6,75.5,7.85,169,11.5,0.67,14,1,0,0,1
2804,2,59,20,DK83IBI3,66,2.56,76.25,7.1,166,12,1,14.67,1,0,0,0
1267,1,10,15,DK84BRQ4,73,4.33,75.25,9.3,186.5,13,2,14,1,0,0,1
2659,2,54,15,DK84BRQ4,73,3.49,75.75,9.5,168,12.5,2.67,14,1,0,0,0
1327,1,12,19,DK84QAB1,75,3.92,83.25,9.25,172,13.5,1.33,15,1,0,0,1
2555,2,50,23,DK84QAB1,74,3.34,79.75,9.5,174.5,13.5,1.67,15.33,1,0,0,0
1490,1,18,14,DK8F196,73,3.22,84.25,7.8,200.5,12.5,2,13.67,1,0,0,1
2596,2,52,8,DK8F196,75,2.63,85.5,7.1,188,13,2.33,12.33,1,0,0,0
1062,1,3,6,DK8M116,76,4.23,98,9.5,207.5,13.5,1.33,15.67,1,0,0,1
2368,2,44,4,DK8M116,77,4.57,85,8.3,192,13.5,1.67,15.67,1,0,0,0
1434,1,16,14,DK8M129,71,3.25,71,8.05,180,12.5,1.67,14.67,1,0,0,1
2526,2,49,22,DK8M129,71,4,83.75,8.2,180,13,1.67,17,1,0,0,0
1208,1,8,12,DKF274,73,3.49,79.25,7.95,171,12,1,14.33,1,0,0,1
2387,2,44,23,DKF274,81,3.94,77.5,8.4,153,12.5,1,14.67,1,0,0,0
1093,1,4,9,DKFBHJ,71,3.02,87.6,6.85,209.5,13,2,15.67,1,0,0,1
2484,2,48,8,DKFBHJ,73,2.88,80,6.5,195,15,1.33,16.33,1,0,0,0
1660,1,24,16,DKHBA1,76,3.48,90.75,7.5,179.5,14.5,1,15.67,1,0,0,1
2498,2,48,22,DKHBA1,76,3.73,83.75,7.85,180.5,14,1,15,1,0,0,0
1154,1,6,14,DKIB014,69,3.83,76,9.05,172,12,1,14.33,1,0,0,1
2699,2,55,27,DKIB014,73,3.54,78,9.1,179.5,13,1.33,15.33,1,0,0,0
1744,1,27,16,DKIB02,64,3.33,70.5,7.85,175,12,1.33,13,1,0,0,1
2749,2,57,21,DKIB02,65,2.16,77.25,7.75,181,12,1,14.67,1,0,0,0
1609,1,22,21,DKMBNA,68,3.04,68.5,8.65,187.5,12,1,13,1,0,0,1
2254,2,40,2,DKMBNA,67,2.85,72.25,8,189.5,12,1.67,12.33,1,0,0,0
1570,1,21,10,DKMBUB,76,4.66,78.5,9.65,198.5,13.5,3,15.33,1,0,0,1
2410,2,45,18,DKMBUB,77,3.83,73.5,8.6,192.5,12.5,2,13,1,0,0,0
1054,1,2,26,DKMBZA,75,4.71,88,8.2,141,12,0.67,13.33,1,0,0,1
2167,2,36,27,DKMBZA,73,4.81,82,8.8,140,12,1,14,1,0,0,0
1815,1,30,3,DKMFD-13D,73,2.99,83,8.9,172.5,12,1,13,1,0,0,1
2681,2,55,9,DKMFD-13D,73,3.53,86.5,9.25,177.5,12,1,15.33,1,0,0,0
1027,1,1,27,DKMM402A,72,4.93,74.25,7.2,165,11.5,1,14.33,1,0,0,1
