Plot ,Range ,Column ,LeafLength1,Leafwidht1,LeafLength2,Leafwidht2,EarHeight1,FlafLeafH1,TasselTopHeight1,EarHeight2,FlafLeafH2,TasselTopHeight2,HighestPoint1,HighestPoint2,,,Notes: If the column you are filling in is empty on the physical sheet,, put: N/A,, if you cannot read the number that is written,, put: XXX and use the pink highlighter to mark it on the paper.,,,,,,,Highest point was measured only when 1) tassel top was not the highest point or 2) tassel top couldn't be seen clearly.
1153,4,45,86.3,8,86.5,8.5,67,140,185,67,150,191,,,,,,,,,,
1154,4,46,N/A,N/A,N/A,N/A,N/A,126,143,N/A,127,150,,,,,,,,,,
1155,4,47,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,137,142,,,,,,,,
1156,4,48,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,112,126,,,,,,,,
1157,4,49,76,8.5,75.5,7.6,69,120,158,73,135,177,,,,,,,,,,
1158,4,50,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,157,158,,,,,,,,
1159,4,51,77,8,75.5,8.5,70,148,180,69,148,184,,,,,,,,,,
1160,4,52,74,8.6,76,8.6,72,140,180,73,137,166,,,,,,,,,,
1161,4,53,68.5,9,N/A,N/A,78,158,200,N/A,148,183,,,,,,,,,,
1162,4,54,82,6.6,80,5.9,90,140,162,83,138,160,,,,,,,,,,
1163,4,55,78,8.5,69,8.5,80,178,230,90,170,217,,,,,,,,,,
1164,4,56,79,7.2,75.5,6.2,80,144,180,83,160,200,,,,,,,,,,
1165,4,57,74.5,7.7,74.3,8.2,N/A,N/A,N/A,N/A,N/A,N/A,192,190,,,,,,,,
1166,5,3,85.2,8.4,92,9,120,185,235,91,198,249,,,,,,,,,,
1167,5,4,80,8,87,7.5,N/A,180,203,N/A,160,182,,,,,,,,,,
1168,5,5,71,8,74,7.5,50,152,200,66,160,210,,,,,,,,,,
1169,5,6,83,8.5,74,8.7,100,179,221,90,179,221,,,,,,,,,,
1170,5,7,69.5,7,74,7,N/A,192,223,N/A,172,203,,,,,,,,,,
1171,5,8,N/A,N/A,N/A,N/A,87,152,180,80,143,170,,,,,,,,,,
1172,5,9,71,6.9,76.8,6.8,90,167,196,86,164,206,,,,,,,,,,
1173,5,10,97.5,6.3,N/A,N/A,70,130,170,N/A,128,170,,,,,,,,,,
1174,5,11,85,9.4,82.4,5.7,82,165,210,80,150,190,,,,,,,,,,
1175,5,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,180,173,,,,,,,,
1176,5,13,70,8.4,77,8,93,170,210,90,163,210,,,,,,,,,,
1177,5,14,81.5,7.5,85,7,N/A,130,170,N/A,150,180,,,,,,,,,,
1178,5,15,N/A,N/A,N/A,N/A,N/A,160,203,N/A,163,210,,,,,,,,,,
1179,5,16,105.6,6.3,68.2,6.1,80,171,206,81,173,201,,,,,,,,,,
1180,5,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,190,210,,,,,,,,
1181,5,18,60.5,8.4,64.5,8.3,70,141,174,71,140,171,,,,,,,,,,
1182,5,19,83,6,80,5,90,152,190,N/A,148,188,,,,,,,,,,
1183,5,20,79,6.8,86.5,8,101,189,222,69,149,184,,,,,,,,,,
1184,5,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,158,163,,,,,,,,
1185,5,22,77.6,8,75,7.6,N/A,100,N/A,N/A,120,N/A,140,150,,,,,,,,
1186,5,23,82,9,85,8.1,100,182,222,100,175,220,,,,,,,,,,
1187,5,24,64,9.3,83.7,7.1,70,140,172,68,162,199,,,,,,,,,,
1188,5,25,71.5,10.3,75,10.7,110,182,213,120,178,220,,,,,,,,,,
1189,2,26,N/A,N/A,N/A,N/A,N/A,160,190,N/A,158,200,,,,,,,,,,
1190,5,27,91.5,10.3,83,9.7,80,162,203,92,178,205,,,,,,,,,,
1191,5,28,74,6.6,78.5,8,72,195,246,70,170,218,,,,,,,,,,
1192,5,29,88.2,10,85.5,9,110,175,200,113,184,223,,,,,,,,,,
1193,5,30,71.8,10.5,81.5,10.5,112,178,210,102,178,200,,,,,,,,,,
1194,5,31,79.7,7,80.3,7.5,80,164,210,70,162,210,,,,,,,,,,
1195,5,32,85.6,11,93,10.6,123,190,240,113,190,245,,,,,,,,,,
1196,5,33,N/A,N/A,N/A,N/A,69,140,176,62,140,172,,,,,,,,,,
1197,5,34,N/A,N/A,N/A,N/A,53,126,170,52,130,172,,,,,,,,,,
1198,5,35,74.1,9.2,78,8.7,69,155,200,78,156,200,,,,,,,,,,
1199,5,36,76.5,8.2,81,7.6,72,142,180,70,153,181,,,,,,,,,,
1200,5,37,99,5.9,85,6,67,165,190,50,145,169,,,,,,,,,,
1201,5,38,N/A,N/A,N/A,N/A,70,162,203,60,145,181,,,,,,,,,,
1202,5,39,N/A,N/A,N/A,N/A,50,121,167,60,120,160,,,,,,,,,,
1203,5,40,67,5.9,68,4.7,42,129,158,50,115,140,,,,,,,,,,
1204,5,41,60,8.4,63,8.7,79,111,140,79,122,151,,,,,,,,,,
1205,5,42,60,6.3,59,5.8,50,130,175,50,140,181,,,,,,,,,,
1206,5,43,N/A,N/A,N/A,N/A,49,108,137,58,116,151,,,,,,,,,,
1207,5,44,N/A,N/A,N/A,N/A,40,130,173,35,128,171,,,,,,,,,,
1208,5,45,69.2,7,54,5.1,52,119,151,39,110,141,,,,,,,,,,
1209,5,46,69.5,7.6,74.3,8,50,100,129,51,108,137,,,,,,,,,,
1210,5,47,80,9.4,79,9,55,105,140,50,108,149,,,,,,,,,,
1211,5,48,59.2,7.6,59.2,7,52,118,161,50,112,151,,,,,,,,,,
1212,5,49,61.5,7.5,62.5,8.2,55,119,161,50,129,169,,,,,,,,,,
1213,5,50,72,8,68,7.2,49,115,149,62,119,150,,,,,,,,,,
1214,5,51,63,7.7,57.5,6.6,60,120,150,60,121,169,,,,,,,,,,
1215,5,52,73.1,8.4,73.5,8,90,142,171,80,143,178,,,,,,,,,,
1216,5,53,80,8.6,78.2,8.8,71,148,188,70,158,181,,,,,,,,,,
1217,5,54,65.7,7.8,62,7.6,60,118,149,69,111,145,,,,,,,,,,
1218,5,55,65.5,9.4,62.5,8.3,60,145,189,55,137,180,,,,,,,,,,
1219,5,56,78.5,8,78.5,7.4,50,135,173,62,156,170,,,,,,,,,,
1220,5,57,75,7.4,74.4,7.7,70,137,171,70,140,179,,,,,,,,,,
1221,6,3,73,6.5,81,6,59,140,179,50,198,249,,,,,,,,,,
1222,6,4,84,6.2,80.5,6.7,87,145,182,73,135,170,,,,,,,,,,
1223,6,5,77,7,74,6.7,60,146,179,61,130,169,,,,,,,,,,
1224,6,6,70.7,7.7,73,7.7,110,143,187,151,170,198,,,,,,,,,,
1225,6,7,75,7.1,87,7.7,72,160,200,75,160,200,,,,,,,,,,
1226,6,8,62.5,7.7,62.5,7.5,56,128,64,60,120,160,,,,,,,,,,
1227,6,9,75.5,6.4,74,6,92,153,170,83,151,188,,,,,,,,,,
1228,6,10,63,7,81.5,7,54,120,150,63,112,146,,,,,,,,,,
1229,6,11,71,6.5,72,6.5,38,119,150,51,100,128,,,,,,,,,,
1230,6,12,66.5,6.4,65,6,103,130,171,72,149,190,,,,,,,,,,
1231,6,13,76,7,72,6.6,52,133,170,61,132,168,,,,,,,,,,
1232,6,14,88.3,6.5,62.3,6.3,40,139,168,48,139,179,,,,,,,,,,
1233,6,15,80,5.7,74,5,90,148,188,80,145,172,,,,,,,,,,
1234,6,16,74,7.4,67.4,6.4,72,146,176,101,140,170,,,,,,,,,,
1235,6,17,68.5,8.4,71,9,60,160,192,100,152,189,,,,,,,,,,
1236,6,18,68.5,7.7,78,7.8,73,152,190,70,153,190,,,,,,,,,,
1237,6,19,73,8.4,72.1,8.5,81,131,176,91,139,180,,,,,,,,,,
1238,6,20,79.7,6.3,73,7,80,149,181,80,140,176,,,,,,,,,,
1239,6,21,67.5,6.5,71,7.4,52,121,170,49,120,167,,,,,,,,,,
1240,6,22,83,6.6,81,7.8,45,138,183,48,148,180,,,,,,,,,,
1241,6,23,75,7.5,77,7.5,63,149,185,60,153,196,,,,,,,,,,
1242,6,24,77,7.7,68,8,65,140,175,67,141,180,,,,,,,,,,
1243,6,25,76,6,74.5,6.5,65,140,185,61,136,179,,,,,,,,,,
1244,6,26,77.5,9.8,82,9.6,79,163,200,80,161,199,,,,,,,,,,
1245,6,27,77,6.5,78.5,6.1,78,150,180,71,153,189,,,,,,,,,,
1246,6,28,70,7.8,68,7.5,66,141,190,62,152,192,,,,,,,,,,
1247,6,29,86.5,7.5,87.5,6.8,65,154,198,80,153,210,,,,,,,,,,
1248,6,30,64.5,7.7,69.2,8,35,130,168,30,125,165,,,,,,,,,,
1249,6,31,80,9.1,84,8.7,70,168,211,61,169,209,,,,,,,,,,
